name,title,facility_name,place_supplement,category_names,event_date1,event_close_date1,event_date2,event_close_date2,event_date3,event_close_date3,event_date4,event_close_date4,event_date5,event_close_date5,event_date_supplement,body,event_uri,target,fee,nursery,capacity,advance_entry,advance_supplement,circle_name,sponsor_supplement,inquiry_email,inquiry_tel,inquiry_uri,memo,image_file_name,image_file_upload_path,image2_file_name,image2_file_upload_path,image3_file_name,image3_file_upload_path,append_file_name,append_file_upload_path,append2_file_name,append2_file_upload_path,append3_file_name,append3_file_upload_path,state
2021052800316 ,”調べる”っておもしろい！調べ学習講座（南陽図書館）,,南陽図書館,学ぶ,2021/8/3,,,,,,,,,,午前10時～11時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,小学3年生～6年生,,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,南陽図書館,,053-426-1000,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800309 ,”調べる”っておもしろい！調べ学習講座（積志図書館）,,積志図書館,学ぶ,2021/8/2,,,,,,,,,,午後2時～3時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,小学3年生～6年生,,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,積志図書館,,053-435-0744,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800293 ,”調べる”っておもしろい！調べ学習講座（舞阪図書館）,,舞阪図書館,学ぶ,2021/8/1,,,,,,,,,,午後2時～3時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,小学3年生～6年生,,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,舞阪図書館,,053-592-7000,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800286 ,”調べる”っておもしろい！調べ学習講座（雄踏図書館）,,雄踏図書館,学ぶ,2021/8/1,,,,,,,,,,午前10時～11時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,小学3年生～6年生,,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,雄踏図書館,,053-596-5522,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800279 ,”調べる”っておもしろい！調べ学習講座　ステップアップ講座（細江図書館）,,細江図書館,学ぶ,2021/7/31,,,,,,,,,,午後2時～3時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,"小学3年生～6年生
「ステップアップ講座」は、調べ学習コンクールに作品を 応募したことのある方や、さらに深く調べ学習を学んでみたい方を対象としています。
",,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,細江図書館,,053-527-0185,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800262 ,”調べる”っておもしろい！調べ学習講座（細江図書館）,,細江図書館,学ぶ,2021/7/31,,,,,,,,,,午前10時～11時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,小学3年生～6年生,,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,細江図書館,,053-527-0185,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800255 ,”調べる”っておもしろい！調べ学習講座（南図書館）,,南図書館,学ぶ,2021/7/29,,,,,,,,,,午後2時～3時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,小学3年生～6年生,,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,南図書館,,053-452-1655,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800248 ,”調べる”っておもしろい！調べ学習講座　ステップアップ講座（はまゆう図書館）,,はまゆう図書館,学ぶ,2021/7/25,,,,,,,,,,午後2時～3時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,"小学3年生～6年生
「ステップアップ講座」は、調べ学習コンクールに作品を 応募したことのある方や、さらに深く調べ学習を学んでみたい方を対象としています。
",,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,はまゆう図書館,,053-482-1127,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800231 ,”調べる”っておもしろい！調べ学習講座（はまゆう図書館）,,はまゆう図書館,学ぶ,2021/7/25,,,,,,,,,,午前10時～11時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,小学3年生～6年生,,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,はまゆう図書館,,053-482-1127,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800224 ,”調べる”っておもしろい！調べ学習講座（流通元町図書館）,,流通元町図書館,学ぶ,2021/7/24,,,,,,,,,,午前10時～11時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,小学3年生～6年生,,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,流通元町図書館,,053-422-0202,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800217 ,”調べる”っておもしろい！調べ学習講座（天竜図書館）,,天竜図書館,学ぶ,2021/7/21,,,,,,,,,,午後3時～,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,小学3年生～6年生,,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,天竜図書館,,053-926-1245,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800200 ,”調べる”っておもしろい！調べ学習講座（可新図書館）,,可新図書館,学ぶ,2021/7/18,,,,,,,,,,午前10時～11時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,小学3年生～6年生,,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,可新図書館,,053-449-1001,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800194 ,”調べる”っておもしろい！調べ学習講座（都田図書館）,,都田図書館,学ぶ,2021/7/17,,,,,,,,,,午後2時～3時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,小学3年生～6年生,,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,都田図書館,,053-428-0011,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800187 ,”調べる”っておもしろい！調べ学習講座（春野図書館）,,春野図書館,学ぶ,2021/7/17,,,,,,,,,,午前10時～11時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,小学3年生～6年生,,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,春野図書館,,053-989-1119,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800170 ,”調べる”っておもしろい！調べ学習講座（引佐図書館）,,引佐図書館,学ぶ,2021/7/17,,,,,,,,,,午前10時～11時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,小学3年生～6年生,,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,引佐図書館,,053-542-2118,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800163 ,”調べる”っておもしろい！調べ学習講座　ステップアップ講座（城北図書館）,,城北図書館,学ぶ,2021/7/4,,2021/7/10,,2021/7/22,,2021/8/7,,,,午後2時～3時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,"小学3年生～6年生
「ステップアップ講座」は、調べ学習コンクールに作品を 応募したことのある方や、さらに深く調べ学習を学んでみたい方を対象としています。
",,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,中央図書館,,053-456-0234,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800156 ,”調べる”っておもしろい！調べ学習講座（城北図書館）,,城北図書館,学ぶ,2021/7/4,,2021/7/10,,2021/7/22,,2021/8/7,,,,午前10時～11時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,小学3年生～6年生,,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,中央図書館,,053-456-0234,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800149 ,”調べる”っておもしろい！調べ学習講座　ステップアップ講座（浜北図書館）,,浜北図書館,学ぶ,2021/8/2,,,,,,,,,,午前10時～11時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,"小学3年生～6年生
「ステップアップ講座」は、調べ学習コンクールに作品を 応募したことのある方や、さらに深く調べ学習を学んでみたい方を対象としています。
",,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,浜北図書館,,053-586-8200,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021052800132 ,”調べる”っておもしろい！調べ学習講座（浜北図書館）,,浜北図書館,学ぶ,2021/7/3,,,,,,,,,,午前10時～11時30分,"『調べ学習の手引き』にそって、図書館を使った調べ学習についてお話します。
テーマの見つけ方や資料の探し方、調べ学習の基礎を学ぶ講座です。
実際に調べてみたいテーマをいくつか考えて参加することをおすすめします。
",https://www.lib-city-hamamatsu.jp/service/jidou/pdf/2021_shirabegakusyu_kouza.pdf,小学3年生～6年生,,,"図書館によって定員が異なります。詳しくは各図書館へお問い合わせください。
",要,,,浜北図書館,,053-586-8200,https://www.lib-city-hamamatsu.jp/service/jidou/shirabegakusyu/2021_kouza_shirabegakusyu.html,,,,,,,,,,,,,,public
2021050500270 ,第１回かわな家族ふれあいデー　～ ワイルドピザ作りや沢登りに挑戦しよう ～,浜松市かわな野外活動センター,,"遊ぶ
自然",2021/7/10,,,,,,,,,,"13：00〜7月11日(日)13：30(1泊2日)
受付：30分前～　玄関ホールにて
※組立テント希望者は10：00～　別館にて","沢登り、キャンプファイヤー、天体観望、ワイルドピザ作りなど

◆宿泊場所　宿泊棟・常設テント・組立テントとなります。
",http://park20.wakwak.com/~hamataikyou/kawana/syusaijigyou/R3_syusaizigyou_tirasi_ura_1.pdf,"御家族（大人だけ、子どもだけの参加は不可）
※子どもの対象は、幼稚園年少児以上高校生まで","大人6,000円　子ども5,000円（浜松・湖西市の方）　
※浜松・湖西市以外の方は、大人6,500円、子ども5,250円",,60人（抽選）,要,,浜松市かわな野外活動センター,,kawana@hamamatsu-sports.or.jp,053-544-0219,http://park20.wakwak.com/~hamataikyou/kawana/,"メールアドレス入力
半角英数字に統一（5/5國井）イベントURL入力（5/28國井）",,,,,,,,,,,,,public
2021052800125 ,【7月28日まで】浜松市天文台の40年間の歩みと天文現象の写真展,,南区役所1Fロビー,学ぶ,2021/7/7,,2021/7/28,,,,,,,,午前8時30分～午後5時15分,"【開催期間：7月7日（水）～28日（水）】
※区役所の開庁に合わせます。


浜松市天文台は設立40周年を迎えます。
これを機会とし、浜松市天文台の沿革、40年間の天文現象など振り返る写真展を開催します。",https://www.city.hamamatsu.shizuoka.jp/s-kumin/hao/syasinntenn.html,,,,,不要,,浜松市天文台,,hao@city.hamamatsu.shizuoka.jp,053-425-9158,https://www.city.hamamatsu.shizuoka.jp/s-kumin/hao/index.html,,,,,,,,,,,,,,public
2021052800118 ,秋葉神社神門　文化財修理工事見学会,,秋葉山本宮秋葉神社 上社（天竜区春野町領家）,学ぶ,2021/8/22,,,,,,,,,,午後1時30分から午後3時30分まで（当日は、受付テーブルにて午後1時から午後1時20分の間に受付をお願いします。）,"市指定有形文化財 秋葉神社神門は天保2年（1831）に建造され、修理や補修を重ね、昭和18年（1943）の秋葉神社大火の難を逃れて今に伝わっています。建造より190年を経過し、建物の歪みや構造部分の緩み等がみられたため、3年間での文化財保存修理工事が計画されました。令和2年6月に着工し、令和4年度末に完了の見込みです。このたび、皆様に文化財を知っていただき、修理の必要性や保存の取り組みをご案内するため、工事見学会を開催します。

秋葉神社神門の修理工事現場を、工事に携わる専門家の解説付きで見学します。建物構造を見ていただくことができます。また、修理経過の展示や木工体験コーナー（カンナ削りなど）、神社敷地内の杉の枝打ち材を利用した小物製作コーナー（サンドペーパーがけなど）もあります。",https://www.city.hamamatsu.shizuoka.jp/bunkazai/kouza/text/tokugawaieyasu400nen.html#kengakukai,小学生以上（小中学生は保護者1人同伴）,無料,,事前申込制45人（抽選）,要,,,文化財課,,053-457-2466,,,,,,,,,,,,,,,public
2021040600041 ,【8月29日まで】企画展「はままつ文化財速報展2021」,,地域遺産センター（北区引佐町井伊谷616-5）,文化芸術,2021/6/19,,2021/8/29,,,,,,,,,"【開催期間：6月19日（土）～8月29日（日）】
※期間中、休館日が含まれます。HP等でご確認ください。

遺跡の発掘調査結果や新指定の文化財など、最近の浜松市における文化財のできごとを展示します。

※新型コロナウィルス感染症への感染防止のため、展示・イベントを中止する場合があります。",https://www.city.hamamatsu.shizuoka.jp/bunkazai/kouza/text/tokugawaieyasu400nen.html#sokuhou,,,,,不明,,,地域遺産センター,,053-542-3660,https://www.city.hamamatsu.shizuoka.jp/bunkazai/maibun/index.html,イベントURL更新（5/28國井）,,,,,,,,,,,,,public
2021052800088 ,へりさんぽ25「伊場遺跡群を歩く」,,伊場遺跡公園（中区東伊場2-22-1）,学ぶ,2021/7/11,,,,,,,,,,午前10時～正午　※荒天中止,伊場遺跡公園のご案内を通じて、さまざまな時代の遺跡が残る伊場遺跡群をご紹介します。,https://www.city.hamamatsu.shizuoka.jp/bunkazai/kouza/text/tokugawaieyasu400nen.html#ibaiseki,,,,,不要,,,浜松地域遺産センター,,053-542-3660,https://www.city.hamamatsu.shizuoka.jp/bunkazai/maibun/,,,,,,,,,,,,,,public
2021052800071 ,【8月22日まで】藤井フミヤ展,浜松市美術館,,文化芸術,2021/7/13,,2021/8/22,,,,,,,,午前9時30分～午後5時00分（入館は午後4時30分まで）,"【開催期間：7月13日（火）～8月22日（日）】
休館日/無休

※開催期間中の土・日・祝日及び8月9日（月曜日）～8月13日（金曜日）は入場予約制です。

1983年、チェッカーズのボーカルとしてデビューした藤井フミヤ。子どもの頃から絵を描くのが好きだった彼は、コンピューターグラフィックスを駆使した初個展「FUMIYART‒Take a break-」を1993年に開催。全国9か所を巡回し、その多才ぶりがファンに衝撃を与えました。本展では、2019年の『FUMIYART2019デジタルとアナログで創造する藤井フミヤ展』に未公開作品を加えた、100点以上の作品を紹介します。

※新型コロナウイルス感染症対策のため、展覧会の会期等を変更する場合があります。",https://www.city.hamamatsu.shizuoka.jp/artmuse/tenrankai/documents/documents/documents/documents/documents/documents/documents/fumya.html,,"＜平日＞一般1,500円、高・大・専門学生1,100円、小中学生無料
＜土日祝＞一般1,600円、高・大・専門学生1,200円、小中学生無料
※前売券による割引あり（HPにてご確認ください）",,,不明,,浜松市美術館,,,053-454-6801,https://www.city.hamamatsu.shizuoka.jp/artmuse/index.html,,,,,,,,,,,,,,public
2021060100187 ,ドラムで輪になろう,浜松こども館,6階　ホール,遊ぶ,2021/7/4,,,,,,,,,,14:00～15:00,"みんなで輪になってドラムを叩きましょう。

大きな音になって迫力満点です。

出演：金田恵美",https://kodomokan.entetsuassist-dms.com/event/detail/764,どなたでも,"無料
※入館料：大人200円／小・中・高校生100円／就学前児童無料（保護者同伴）",,15組,不要,,浜松こども館,,,053-450-9111,https://kodomokan.entetsuassist-dms.com/,,,,,,,,,,,,,,public
2021053000036 ,親子染め物体験（ふれあい交流センター青龍）,,ふれあい交流センター青龍　工作室（市南区青屋町300）,作る,2021/7/25,,,,,,,,,,10：00～12：00,生葉でハンカチを染めてみよう,http://www.hamamatsu-syakyou.jp/upload/contents/document/2753/document.pdf,浜松市民の小学生と保護者,"1,500円",,8組16人,要,,,ふれあい交流センター青龍,,053-422-2161,http://www.hamamatsu-syakyou.jp/,https://www.city.hamamatsu.shizuoka.jp/s-choju/event/2021050411.html,,,,,,,,,,,,,public
2021060100200 ,しょうぎに挑戦 ～初心者から上級者まで～,浜松こども館,6階　サウンドプレイルーム,"遊ぶ
学ぶ",2021/7/24,,,,,,,,,,13:00～15:00,"初めてでも上級者でも将棋の先生がやさしく教えてくれます。

子どもから大人までそれぞれの将棋が楽しめます。

講師：日本将棋連盟　浜松支部",https://kodomokan.entetsuassist-dms.com/event/detail/766,どなたでも,"無料
※入館料：大人200円／小・中・高校生100円／就学前児童無料（保護者同伴）",,10名,不要,,浜松こども館,,,053-450-9111,https://kodomokan.entetsuassist-dms.com/,,,,,,,,,,,,,,public
2021060100156 ,はじめてのゆびえのぐ,浜松こども館,7階　ワークショップ,"遊ぶ
作る",2021/7/21,,,,,,,,,,10:30～11:30,"手で直接ゆびえのぐに触れて遊びます。のびのび一緒に遊びましょう。見るだけふれるだけから、はじめてみませんか？
※持物：手足ふきタオル（親子で汚れても良い服装でお越しください。）",https://kodomokan.entetsuassist-dms.com/event/detail/761,2～3歳の子とその保護者,"無料
※入館料：大人200円／小・中・高校生100円／就学前児童無料（保護者同伴）",,10組,不要,,浜松こども館,,,053-450-9111,https://kodomokan.entetsuassist-dms.com/,,,,,,,,,,,,,,public
2021060100095 ,いっしょにあそぼ! ハイハイ赤ちゃんと,浜松こども館,6階　ホール,"遊ぶ
交流",2021/7/20,,,,,,,,,,10:30～11:30,絵本やふれあい遊びに親しんだり、ハイハイタイムでたくさん体を動かしたり、みんなで楽しみましょう。,https://kodomokan.entetsuassist-dms.com/event/detail/755,0歳の子とその保護者,"無料
※入館料：大人200円／小・中・高校生100円／就学前児童無料（保護者同伴）",,15組,不要,,浜松こども館,,,053-450-9111,https://kodomokan.entetsuassist-dms.com/,,,,,,,,,,,,,,public
2021060100149 ,音と遊ぼうリトミック,浜松こども館,6階　ホール,遊ぶ,2021/7/19,,,,,,,,,,①10:30～11:10　②11:20～12:00,"親子で楽しくリトミック!

年齢の近い子どもや親同士、リズムに合わせたくさん体を動かしましょう。",https://kodomokan.entetsuassist-dms.com/event/detail/760,2～3歳の子とその保護者,"1家族　200円
※入館料：大人200円／小・中・高校生100円／就学前児童無料（保護者同伴）",,各回10組,不要,,浜松こども館,,,053-450-9111,https://kodomokan.entetsuassist-dms.com/,,,,,,,,,,,,,,public
2021060100163 ,お父さんと遊ぼう,浜松こども館,6階　ホール,遊ぶ,2021/7/17,,,,,,,,,,10:30～11:30,"ロングマットにトンネル、いろんなボールなど、楽しい道具が次々出てきます。

おうちの方も一緒に思いきり笑って、身体を動かしてみませんか？さか上がり、飛び箱などのポイントもお教えします。

(一部内容が変更になる場合がございます。)

講師：きのいい羊たち",https://kodomokan.entetsuassist-dms.com/event/detail/762,おおむね3歳以上の未就学の子とその保護者,"1家族　200円
※入館料：大人200円／小・中・高校生100円／就学前児童無料（保護者同伴）",,15組,不要,,浜松こども館,,,053-450-9111,https://kodomokan.entetsuassist-dms.com/,,,,,,,,,,,,,,public
2021060100064 ,助産師さんのベビーマッサージ,浜松こども館,6階　ホール,"学ぶ
相談",2021/7/16,,,,,,,,,,10:30～11:30（終了後～12時まで個別相談・自由参加）,"助産師によるオイルを使わないベビーマッサージの指導と、育児のヒントになるこばなしがあります。　

持ち物：バスタオル",https://kodomokan.entetsuassist-dms.com/event/detail/753,0歳の子とその保護者,"1家族　300円
※入館料：大人200円／小・中・高校生100円／就学前児童無料（保護者同伴）",,15組,不要,,浜松こども館,,,053-450-9111,https://kodomokan.entetsuassist-dms.com/,,,,,,,,,,,,,,public
2021060100118 ,いっしょにあそぼ! トコトコちゃんと,浜松こども館,6階　ホール,"遊ぶ
交流",2021/7/15,,,,,,,,,,10:30～11:30,走る、のぼる、投げるなどわくわくする遊びがいっぱいです。,https://kodomokan.entetsuassist-dms.com/event/detail/757,2歳の子（トコトコ歩き期）とその保護者,"無料
※入館料：大人200円／小・中・高校生100円／就学前児童無料（保護者同伴）",,12組,不要,,浜松こども館,,,053-450-9111,https://kodomokan.entetsuassist-dms.com/,,,,,,,,,,,,,,public
2021060100170 ,ヴィオラとピアノのコンサート,浜松こども館,6階　ホール,"遊ぶ
文化芸術",2021/7/13,,,,,,,,,,11:00～11:30,"赤ちゃん連れＯＫのコンサート。

今月はヴィオラとピアノのコンサートです。

出演：ヴィオラ　池田　礼美

　　　ピアノ　　田端　ひろこ",https://kodomokan.entetsuassist-dms.com/event/detail/763,どなたでも,"1家族　200円
※入館料：大人200円／小・中・高校生100円／就学前児童無料（保護者同伴）",,15組,不要,,浜松こども館,,,053-450-9111,https://kodomokan.entetsuassist-dms.com/,,,,,,,,,,,,,,public
2021060100132 ,音と遊ぼうリトミック,浜松こども館,6階　ホール,遊ぶ,2021/7/12,,,,,,,,,,①10:30～11:10　②11:20～12:00,"親子で楽しくリトミック!

年齢の近い子どもや親同士、リズムに合わせたくさん体を動かしましょう。",https://kodomokan.entetsuassist-dms.com/event/detail/759,2～3歳の子とその保護者,"1家族　200円
※入館料：大人200円／小・中・高校生100円／就学前児童無料（保護者同伴）",,各回10組,不要,,浜松こども館,,,053-450-9111,https://kodomokan.entetsuassist-dms.com/,,,,,,,,,,,,,,public
2021060100217 ,よみかたりさん,浜松こども館,6階　サウンドプレイルーム,遊ぶ,2021/7/11,,,,,,,,,,10:50～11:20,"ボランティアのみなさんが絵本の読み語りや人形劇をしたり、みんなで歌をうたったりします。

お友達、ご家族でぜひ来てくださいね。",https://kodomokan.entetsuassist-dms.com/event/detail/767,どなたでも,"無料
※入館料：大人200円／小・中・高校生100円／就学前児童無料（保護者同伴）",,8組,不要,,浜松こども館,,,053-450-9111,https://kodomokan.entetsuassist-dms.com/,,,,,,,,,,,,,,public
2021060100194 ,しょうぎに挑戦 ～初心者から上級者まで～,浜松こども館,6階　サウンドプレイルーム,"遊ぶ
学ぶ",2021/7/10,,,,,,,,,,13:00～15:00,"初めてでも上級者でも将棋の先生がやさしく教えてくれます。

子どもから大人までそれぞれの将棋が楽しめます。

講師：日本将棋連盟　浜松支部",https://kodomokan.entetsuassist-dms.com/event/detail/765,どなたでも,"無料
※入館料：大人200円／小・中・高校生100円／就学前児童無料（保護者同伴）",,10名,不要,,浜松こども館,,,053-450-9111,https://kodomokan.entetsuassist-dms.com/,,,,,,,,,,,,,,public
2021060100040 ,助産師さんのベビーマッサージin青少年の家,浜松市立青少年の家,,"学ぶ
交流",2021/7/9,,,,,,,,,,10：30～11：30（終了後～12時まで個別相談・自由参加）,"こども館の「助産師さんのベビーマッサージ」が青少年の家へ行きます。

持ち物：バスタオル",https://kodomokan.entetsuassist-dms.com/event/detail/751,0歳の子とその保護者,1家族500円,,6組,不要,※当日直接会場にて受付、先着順で整理券を配布します。,浜松こども館,,,053-450-9111,https://kodomokan.entetsuassist-dms.com/,,,,,,,,,,,,,,public
